"alpha","beta","gamma_sq","sigma_sq","B","c1","c2","G","R","betahat_mean","betahat_var","bias","coverage_prob","power"
4,4,0.58,4,4000,100,10,2,191,3.78020215250628,1.62848533726818,-0.219797847493718,0.318181818181818,0.17
4,4,0.58,4,4000,100,10,3,124,3.89128423563946,0.81374308406426,-0.108715764360539,0.676056338028169,0.68
4,4,0.58,4,4000,100,10,4,91,4.18765661438105,0.483107502929321,0.187656614381054,0.880434782608696,0.91
4,4,0.58,4,4000,100,10,5,71,4.10833888431324,0.735779311221691,0.108338884313245,0.810526315789474,0.95
4,4,0.58,4,4000,100,10,6,57,3.93211918286676,0.50965740095025,-0.0678808171332372,0.84375,0.96
4,4,0.58,4,4000,100,10,7,48,3.98851081541952,0.464958828955793,-0.0114891845804777,0.91,1
4,4,0.58,4,4000,100,10,8,41,3.89883638506036,0.410075572903925,-0.101163614939642,0.89,1
4,4,0.58,4,4000,100,10,9,35,3.96590923247898,0.326702060792046,-0.0340907675210222,0.928571428571429,0.98
4,4,0.58,4,4000,100,10,10,31,3.96671816374729,0.287846013742037,-0.0332818362527134,0.96,1
4,4,0.58,4,4000,100,10,11,27,4.07904574837317,0.244359742757408,0.0790457483731677,0.95,1
4,4,0.58,4,4000,100,10,12,24,4.09969871904375,0.296495392532586,0.0996987190437455,0.88,1
4,4,0.58,4,4000,100,10,13,21,4.04643348144114,0.326024858004256,0.0464334814411353,0.85,1
4,4,0.58,4,4000,100,10,14,19,4.02883269058467,0.244683129473032,0.0288326905846734,0.96,1
4,4,0.58,4,4000,100,10,15,17,4.06124886871385,0.325495371466586,0.0612488687138493,0.89,1
4,4,0.58,4,4000,100,10,16,16,3.95580413085849,0.193874580746384,-0.0441958691415074,0.94,1
4,4,0.58,4,4000,100,10,17,14,3.96137952725609,0.22886838014544,-0.0386204727439128,0.93,1
4,4,0.58,4,4000,100,10,18,13,3.9530050240197,0.187313939513437,-0.046994975980295,0.94,1
4,4,0.58,4,4000,100,10,19,12,4.0130772832593,0.18552366508996,0.0130772832592951,0.93,1
4,4,0.58,4,4000,100,10,20,11,4.0318514806769,0.199560591600248,0.0318514806768979,0.92,1
4,4,0.58,4,4000,100,10,21,10,3.98959009909636,0.182350863682162,-0.0104099009036434,0.93,1
4,4,0.58,4,4000,100,10,22,9,4.03635857986528,0.201082585570122,0.0363585798652846,0.97,1
4,4,0.58,4,4000,100,10,23,8,3.97775299129371,0.177174819305434,-0.022247008706286,0.97,1
4,4,0.58,4,4000,100,10,24,7,4.0445708984977,0.195653645157833,0.044570898497704,0.92,1
4,4,0.58,4,4000,100,10,25,7,3.97049489110836,0.186736313956576,-0.0295051088916356,0.91,1
4,4,0.58,4,4000,100,10,26,6,4.02035341518707,0.224528551087444,0.0203534151870661,0.89,1
4,4,0.58,4,4000,100,10,27,5,3.99139333833575,0.287263124885735,-0.00860666166425172,0.88,1
4,4,0.58,4,4000,100,10,28,5,3.97559916505379,0.234005863778059,-0.0244008349462135,0.96,1
4,4,0.58,4,4000,100,10,29,4,3.96240852824889,0.203464105307663,-0.0375914717511066,0.96,1
4,4,0.58,4,4000,100,10,30,4,4.0186522504269,0.21517290669568,0.0186522504269035,0.95,1
4,4,0.58,4,4000,100,10,31,3,4.00824079505742,0.248860386828081,0.00824079505741704,0.96,1
4,4,0.58,4,4000,100,10,32,3,3.98707001417469,0.279553276741306,-0.0129299858253122,0.92,1
4,4,0.58,4,4000,100,10,33,3,4.05871454070092,0.274562694132819,0.0587145407009215,0.91,1
4,4,0.58,4,4000,100,10,34,2,3.91359269396042,0.321733884107684,-0.0864073060395829,0.95,1
4,4,0.58,4,4000,100,10,35,2,3.95877670753441,0.271186225991936,-0.0412232924655864,0.94,1
4,4,0.58,4,4000,100,10,36,2,3.93654283366665,0.251035262728228,-0.0634571663333512,0.98,1
