"alpha","beta","gamma_sq","sigma_sq","B","c1","c2","G","R","betahat_mean","betahat_var","bias","coverage_prob","power"
4,4,1,1,4000,100,20,2,96,3.67298839589007,1.57341053291808,-0.327011604109932,0.226415094339623,0.1
4,4,1,1,4000,100,20,3,62,4.05426135083102,1.22637803655098,0.0542613508310241,0.69620253164557,0.69
4,4,1,1,4000,100,20,4,46,4.08358203367046,1.01426905880459,0.0835820336704636,0.842696629213483,0.81
4,4,1,1,4000,100,20,5,36,4.08723977969391,1.0992641407854,0.0872397796939097,0.873684210526316,0.91
4,4,1,1,4000,100,20,6,29,4.07843612591205,0.822967328647234,0.0784361259120541,0.877551020408163,0.97
4,4,1,1,4000,100,20,7,24,4.06570590381304,0.731550441232706,0.0657059038130443,0.898989898989899,0.99
4,4,1,1,4000,100,20,8,21,3.96289470994126,0.569683601824464,-0.0371052900587445,0.908163265306122,0.96
4,4,1,1,4000,100,20,9,18,4.0045458303047,0.506972714374461,0.00454583030470257,0.92,0.98
4,4,1,1,4000,100,20,10,16,3.98062411196306,0.51963703156523,-0.019375888036941,0.9,1
4,4,1,1,4000,100,20,11,14,4.02745253093917,0.556043554311253,0.0274525309391676,0.93,1
4,4,1,1,4000,100,20,12,12,4.07281231729198,0.42802943257134,0.0728123172919783,0.91,1
4,4,1,1,4000,100,20,13,11,4.05730842774206,0.403564562685664,0.0573084277420577,0.9,1
4,4,1,1,4000,100,20,14,10,3.91521289444132,0.378572023186222,-0.0847871055586804,0.9,1
4,4,1,1,4000,100,20,15,9,3.97427372019344,0.315988520170289,-0.025726279806559,0.91,1
4,4,1,1,4000,100,20,16,8,4.01516174834085,0.27593014725504,0.0151617483408524,0.95,1
4,4,1,1,4000,100,20,17,7,3.88986360337527,0.284454575286948,-0.110136396624735,0.91,1
4,4,1,1,4000,100,20,18,7,3.94048686908341,0.280259157700969,-0.0595131309165873,0.93,1
4,4,1,1,4000,100,20,19,6,4.07438948550958,0.254881243686401,0.0743894855095819,0.92,1
4,4,1,1,4000,100,20,20,6,3.90452752933643,0.24157006898662,-0.0954724706635686,0.95,1
4,4,1,1,4000,100,20,21,5,4.00619829897512,0.287641737658833,0.00619829897512147,0.9,1
4,4,1,1,4000,100,20,22,5,4.01635567932422,0.228795755647618,0.0163556793242243,0.94,1
4,4,1,1,4000,100,20,23,4,4.03867330126019,0.200905958566109,0.0386733012601885,0.96,1
4,4,1,1,4000,100,20,24,4,3.99298615094305,0.23079921753621,-0.00701384905694802,0.93,1
4,4,1,1,4000,100,20,25,4,4.01578266601332,0.201156313859497,0.0157826660133216,0.97,1
4,4,1,1,4000,100,20,26,3,4.01033098612126,0.162564165563094,0.0103309861212608,0.97,1
4,4,1,1,4000,100,20,27,3,4.00569865736089,0.205943299750152,0.00569865736088637,0.93,1
4,4,1,1,4000,100,20,28,3,4.07929770692318,0.166303402240865,0.0792977069231817,0.96,1
4,4,1,1,4000,100,20,29,2,3.92292814325278,0.162936797887562,-0.0770718567472239,0.96,1
4,4,1,1,4000,100,20,30,2,3.964459858407,0.196949139433395,-0.0355401415929988,0.94,1
4,4,1,1,4000,100,20,31,2,4.02627620539856,0.184368774177938,0.0262762053985597,0.95,1
4,4,1,1,4000,100,20,32,2,4.05675718823582,0.191063178966217,0.0567571882358218,0.92,1
4,4,1,1,4000,100,20,33,2,4.00586428772133,0.21105947452121,0.0058642877213293,0.89,1
