"alpha","beta","gamma_sq","sigma_sq","B","c1","c2","G","R","betahat_mean","betahat_var","bias","coverage_prob","power"
4,2,1,4,4000,100,10,2,191,1.73054379412627,2.85891817709774,-0.269456205873733,0.272727272727273,0.11
4,2,1,4,4000,100,10,3,124,1.84923929230096,1.35559435351319,-0.150760707699044,0.661971830985915,0.37
4,2,1,4,4000,100,10,4,91,2.25163968142091,0.808044071598394,0.251639681420909,0.869565217391304,0.51
4,2,1,4,4000,100,10,5,71,2.14265454821592,1.23536155225896,0.142654548215922,0.821052631578947,0.64
4,2,1,4,4000,100,10,6,57,1.90381049726925,0.837248077890229,-0.0961895027307496,0.854166666666667,0.54
4,2,1,4,4000,100,10,7,48,1.98783572644192,0.749082131348829,-0.0121642735580791,0.92,0.63
4,2,1,4,4000,100,10,8,41,1.85765873529511,0.683445312586103,-0.142341264704894,0.89,0.64
4,2,1,4,4000,100,10,9,35,1.96155861647125,0.533103783400526,-0.0384413835287454,0.938775510204082,0.77
4,2,1,4,4000,100,10,10,31,1.95965277235609,0.455736576959927,-0.0403472276439079,0.97,0.79
4,2,1,4,4000,100,10,11,27,2.09480915205724,0.384878930409909,0.0948091520572438,0.95,0.87
4,2,1,4,4000,100,10,12,24,2.12815895296512,0.46100521555626,0.12815895296512,0.88,0.9
4,2,1,4,4000,100,10,13,21,2.04303356379836,0.51124823485544,0.0430335637983559,0.86,0.88
4,2,1,4,4000,100,10,14,19,2.03636460009824,0.384831382143389,0.0363646000982367,0.96,0.89
4,2,1,4,4000,100,10,15,17,2.07732833078752,0.490904482870683,0.077328330787521,0.86,0.87
4,2,1,4,4000,100,10,16,16,1.95624756374267,0.297693647290185,-0.0437524362573305,0.95,0.92
4,2,1,4,4000,100,10,17,14,1.94714128897061,0.33066690081043,-0.0528587110293861,0.94,0.91
4,2,1,4,4000,100,10,18,13,1.94955181233053,0.281457821539031,-0.0504481876694705,0.96,0.95
4,2,1,4,4000,100,10,19,12,2.01207401687279,0.261764063325735,0.0120740168727855,0.92,0.96
4,2,1,4,4000,100,10,20,11,2.03656861797397,0.294065450168537,0.036568617973971,0.93,0.97
4,2,1,4,4000,100,10,21,10,1.98359175815596,0.248694201330829,-0.0164082418440403,0.95,0.94
4,2,1,4,4000,100,10,22,9,2.04114171918584,0.290819895286625,0.0411417191858443,0.97,0.96
4,2,1,4,4000,100,10,23,8,1.9751050037415,0.257819865309824,-0.0248949962585026,0.97,0.96
4,2,1,4,4000,100,10,24,7,2.05800308022187,0.275427176394208,0.0580030802218707,0.92,0.95
4,2,1,4,4000,100,10,25,7,1.95957372144977,0.265271009248539,-0.040426278550235,0.92,0.97
4,2,1,4,4000,100,10,26,6,2.02594939528433,0.296967758237026,0.0259493952843286,0.9,0.95
4,2,1,4,4000,100,10,27,5,1.99486933566486,0.380223743755478,-0.00513066433514231,0.88,0.96
4,2,1,4,4000,100,10,28,5,1.98438031058985,0.312078333795578,-0.0156196894101501,0.95,0.94
4,2,1,4,4000,100,10,29,4,1.94989337073214,0.248177535451613,-0.0501066292678607,0.95,0.97
4,2,1,4,4000,100,10,30,4,2.02646884767995,0.267973592081941,0.0264688476799524,0.96,0.95
4,2,1,4,4000,100,10,31,3,2.00988786282105,0.313266766685954,0.00988786282104925,0.96,0.98
4,2,1,4,4000,100,10,32,3,1.99761706581101,0.337122032635704,-0.00238293418899427,0.92,0.95
4,2,1,4,4000,100,10,33,3,2.06437750512969,0.338303972032989,0.0643775051296878,0.93,0.95
4,2,1,4,4000,100,10,34,2,1.90683193813565,0.378541900945303,-0.0931680618643549,0.95,0.92
4,2,1,4,4000,100,10,35,2,1.95778879139132,0.303137124526017,-0.0422112086086806,0.93,0.9
4,2,1,4,4000,100,10,36,2,1.92702483067698,0.295544726743294,-0.0729751693230236,0.98,0.91
