"alpha","beta","gamma_sq","sigma_sq","B","c1","c2","G","R","betahat_mean","betahat_var","bias","coverage_prob","power"
4,2,0.58,NA,4000,100,5,2,381,2.13709398887072,1.69203395108961,0.137093988870725,0.02,0.5
4,2,0.58,NA,4000,100,5,3,247,2.03901256855594,0.860343281257049,0.0390125685559415,0.7125,0.7
4,2,0.58,NA,4000,100,5,4,181,2.0566338834553,0.850467939174702,0.0566338834553015,0.702127659574468,0.79
4,2,0.58,NA,4000,100,5,5,141,1.9715281252812,0.620207117278016,-0.0284718747187949,0.822222222222222,0.76
4,2,0.58,NA,4000,100,5,6,114,1.9770233187696,0.465795965196537,-0.0229766812304018,0.865979381443299,0.85
4,2,0.58,NA,4000,100,5,7,95,2.10472350462074,0.333853040231903,0.104723504620738,0.94,0.96
4,2,0.58,NA,4000,100,5,8,81,2.0119517719189,0.287028771655885,0.011951771918902,0.94,0.94
4,2,0.58,NA,4000,100,5,9,69,1.99198020519757,0.352034179053222,-0.0080197948024312,0.83,0.95
4,2,0.58,NA,4000,100,5,10,61,2.0720303495348,0.266941932732651,0.0720303495347987,0.88,0.98
4,2,0.58,NA,4000,100,5,11,53,2.0572779130221,0.26677223410453,0.0572779130220966,0.9,0.99
4,2,0.58,NA,4000,100,5,12,47,1.99944464300233,0.251110366137376,-0.000555356997668177,0.92,0.99
4,2,0.58,NA,4000,100,5,13,42,2.03426200371402,0.168426132288238,0.0342620037140207,0.94,0.99
4,2,0.58,NA,4000,100,5,14,38,2.02276572221916,0.20426969822474,0.0227657222191575,0.94,1
4,2,0.58,NA,4000,100,5,15,34,1.96252166981326,0.16644883634829,-0.0374783301867403,0.92,1
4,2,0.58,NA,4000,100,5,16,31,2.03757694307437,0.154070318443133,0.0375769430743738,0.96,1
4,2,0.58,NA,4000,100,5,17,28,1.95109076522077,0.146325327343728,-0.0489092347792301,0.93,0.99
4,2,0.58,NA,4000,100,5,18,25,1.98535838252582,0.131575362482248,-0.0146416174741772,0.95,0.99
4,2,0.58,NA,4000,100,5,19,23,1.93817513862705,0.127453711746095,-0.0618248613729506,0.95,1
4,2,0.58,NA,4000,100,5,20,21,1.97375476264232,0.144615932315594,-0.0262452373576756,0.9,1
4,2,0.58,NA,4000,100,5,21,19,1.98045016869809,0.131943967965862,-0.0195498313019131,0.92,1
4,2,0.58,NA,4000,100,5,22,17,1.99836672487185,0.102775264777294,-0.00163327512814537,0.93,1
4,2,0.58,NA,4000,100,5,23,15,2.02471786937279,0.144668364629539,0.0247178693727927,0.91,1
4,2,0.58,NA,4000,100,5,24,14,2.03104568997982,0.0866373727731267,0.031045689979817,0.96,1
4,2,0.58,NA,4000,100,5,25,13,1.97308766611949,0.087737762347785,-0.0269123338805088,0.94,1
4,2,0.58,NA,4000,100,5,26,11,2.03077316211329,0.0994234738147662,0.0307731621132858,0.93,1
4,2,0.58,NA,4000,100,5,27,10,1.98754836455506,0.108118745422752,-0.0124516354449358,0.89,1
4,2,0.58,NA,4000,100,5,28,9,2.03476754340537,0.0847270527382307,0.0347675434053674,0.89,1
4,2,0.58,NA,4000,100,5,29,8,2.01628740676914,0.0725539353599742,0.0162874067691381,0.98,1
4,2,0.58,NA,4000,100,5,30,7,2.00158373884258,0.0701179443637226,0.00158373884258323,0.95,1
4,2,0.58,NA,4000,100,5,31,6,1.96687650035847,0.0821246051763003,-0.0331234996415275,0.94,1
4,2,0.58,NA,4000,100,5,32,6,1.987835343813,0.0737438129209434,-0.012164656186999,0.94,1
4,2,0.58,NA,4000,100,5,33,5,1.94596292325131,0.0877689982164094,-0.0540370767486913,0.88,1
4,2,0.58,NA,4000,100,5,34,4,2.02405701085135,0.0721469023123002,0.0240570108513469,0.92,1
4,2,0.58,NA,4000,100,5,35,3,2.00211455707054,0.0681447107766928,0.00211455707053876,0.92,1
4,2,0.58,NA,4000,100,5,36,3,1.95143815140428,0.0718245849014794,-0.0485618485957204,0.93,1
4,2,0.58,NA,4000,100,5,37,2,2.00165944709704,0.0807548394008734,0.00165944709703947,0.93,1
4,2,0.58,NA,4000,100,5,38,2,1.95400967632919,0.0903992854232371,-0.0459903236708055,0.88,1
