"alpha","beta","gamma_sq","sigma_sq","B","c1","c2","G","R","betahat_mean","betahat_var"
4,1,0.58,1,2000,100,10,2,91,1.43434531539509,0.753951947459349
4,1,0.58,1,2000,100,10,3,57,1.19839813653663,0.350392255466854
4,1,0.58,1,2000,100,10,4,41,1.11293045684006,0.477576320357926
4,1,0.58,1,2000,100,10,5,31,0.953144296001808,0.414962805857704
4,1,0.58,1,2000,100,10,6,24,1.05335585814386,0.531773425497638
4,1,0.58,1,2000,100,10,7,19,0.867299039023088,0.419760038667266
4,1,0.58,1,2000,100,10,8,16,1.05505819547348,0.313892530443288
4,1,0.58,1,2000,100,10,9,13,1.07944296830019,0.290166246619908
4,1,0.58,1,2000,100,10,10,11,0.802754666668154,0.264866439537688
4,1,0.58,1,2000,100,10,11,9,1.19492596982135,0.225576059363079
4,1,0.58,1,2000,100,10,12,7,0.886864209859555,0.291691692586988
4,1,0.58,1,2000,100,10,13,6,0.963019062090658,0.358575327990417
4,1,0.58,1,2000,100,10,14,5,1.17155386130284,0.190873153025827
4,1,0.58,1,2000,100,10,15,4,1.11539818952947,0.156390385733285
4,1,0.58,1,2000,100,10,16,3,0.900705161951025,0.269727766269326
4,1,0.58,1,2000,100,10,17,2,0.964034164791018,0.266570260090409
4,1,0.58,1,2000,100,10,18,2,0.936164348224011,0.405532865757536
