"alpha","beta","gamma_sq","sigma_sq","B","c1","c2","G","R","betahat_mean","betahat_var"
4,2,1,1,3000,100,10,2,141,1.96860469113697,2.36962263095536
4,2,1,1,3000,100,10,3,91,2.26639042468857,1.26763843497694
4,2,1,1,3000,100,10,4,66,2.30651511718296,0.818906712656371
4,2,1,1,3000,100,10,5,51,1.64327031930258,0.875586145904471
4,2,1,1,3000,100,10,6,41,1.85159697722721,0.79014769669099
4,2,1,1,3000,100,10,7,33,1.85788470338262,0.859775925961073
4,2,1,1,3000,100,10,8,28,2.16453540915652,0.418562693362946
4,2,1,1,3000,100,10,9,24,2.12871976392616,0.67996298771108
4,2,1,1,3000,100,10,10,21,1.94499444270142,0.511753987476949
4,2,1,1,3000,100,10,11,18,1.92961177062209,0.618689047329249
4,2,1,1,3000,100,10,12,16,2.07727021774717,0.284702376522543
4,2,1,1,3000,100,10,13,14,1.99280858143961,0.349086476938867
4,2,1,1,3000,100,10,14,12,1.78519984699483,0.431426520043981
4,2,1,1,3000,100,10,15,11,2.10769316230082,0.499718996589147
4,2,1,1,3000,100,10,16,9,1.82810427566536,0.139024251938203
4,2,1,1,3000,100,10,17,8,1.90217758983824,0.349983520427233
4,2,1,1,3000,100,10,18,7,2.00128070625042,0.193390676535465
4,2,1,1,3000,100,10,19,6,1.93885721388757,0.405472080174836
4,2,1,1,3000,100,10,20,6,1.90317636095139,0.307504524563018
4,2,1,1,3000,100,10,21,5,1.86042671055021,0.145888291330984
4,2,1,1,3000,100,10,22,4,2.1190887668801,0.288327354739285
4,2,1,1,3000,100,10,23,4,2.14304988474741,0.312508724521589
4,2,1,1,3000,100,10,24,3,1.78356951563644,0.230822975130424
4,2,1,1,3000,100,10,25,3,1.95267278560892,0.141282711650104
4,2,1,1,3000,100,10,26,2,1.87407132751071,0.271170437407264
4,2,1,1,3000,100,10,27,2,1.83488349028774,0.16053771819742
