"alpha","beta","gamma_sq","sigma_sq","B","c1","c2","G","R","betahat_mean","betahat_var"
4,2,0.58,NA,4000,50,10,2,196,3.04534906975637,1.09866707596455
4,2,0.58,NA,4000,50,10,3,129,2.04224555704943,1.2217373093749
4,2,0.58,NA,4000,50,10,4,96,1.74370895190616,0.752291000044022
4,2,0.58,NA,4000,50,10,5,76,2.4796706925273,0.887251103538775
4,2,0.58,NA,4000,50,10,6,62,2.24397659399102,0.244850619299021
4,2,0.58,NA,4000,50,10,7,53,2.16422064855307,0.286853972363016
4,2,0.58,NA,4000,50,10,8,46,2.02792738380677,0.148554467668905
4,2,0.58,NA,4000,50,10,9,40,2.10235464872784,0.44160523197489
4,2,0.58,NA,4000,50,10,10,36,1.92127839073444,0.0743007496699174
4,2,0.58,NA,4000,50,10,11,32,1.94735907602625,0.0551790351858387
4,2,0.58,NA,4000,50,10,12,29,1.84406509086563,0.142808776611975
4,2,0.58,NA,4000,50,10,13,26,1.94698366343538,0.330030549749957
4,2,0.58,NA,4000,50,10,14,24,1.91584957590243,0.187965276275513
4,2,0.58,NA,4000,50,10,15,22,1.85922848641158,0.282187188651373
4,2,0.58,NA,4000,50,10,16,21,2.04001689594146,0.120169898030149
4,2,0.58,NA,4000,50,10,17,19,2.01067851024638,0.121691823779535
4,2,0.58,NA,4000,50,10,18,18,1.94459436617402,0.109087197002417
4,2,0.58,NA,4000,50,10,19,17,2.21267684910522,0.122341244046243
4,2,0.58,NA,4000,50,10,20,16,1.627962149505,0.101350658723276
4,2,0.58,NA,4000,50,10,21,15,1.97663435493872,0.087116306472839
4,2,0.58,NA,4000,50,10,22,14,2.13126221178754,0.180519153872101
4,2,0.58,NA,4000,50,10,23,13,1.9791998728587,0.189892590106314
4,2,0.58,NA,4000,50,10,24,12,2.13319184640061,0.0480981877407467
4,2,0.58,NA,4000,50,10,25,12,2.00807944144722,0.14704421320779
4,2,0.58,NA,4000,50,10,26,11,1.9473055762826,0.111276145088879
4,2,0.58,NA,4000,50,10,27,10,1.83825890444006,0.0405037906534515
4,2,0.58,NA,4000,50,10,28,10,1.99306111717479,0.205171701094924
4,2,0.58,NA,4000,50,10,29,9,1.90357028284315,0.0595079492504066
4,2,0.58,NA,4000,50,10,30,9,2.08821705715949,0.0121172847207098
4,2,0.58,NA,4000,50,10,31,8,1.86352323889872,0.0755077405631805
4,2,0.58,NA,4000,50,10,32,8,1.86515289728465,0.170704619440938
4,2,0.58,NA,4000,50,10,33,8,1.81643495075849,0.00965543506706743
4,2,0.58,NA,4000,50,10,34,7,2.01052270782383,0.0284475247933425
4,2,0.58,NA,4000,50,10,35,7,2.00712894142653,0.0957573189840381
4,2,0.58,NA,4000,50,10,36,7,2.0531691439414,0.13136962803881
4,2,0.58,NA,4000,50,10,37,6,2.2003883035425,0.156598042240879
4,2,0.58,NA,4000,50,10,38,6,1.79709462964358,0.00392522274918454
4,2,0.58,NA,4000,50,10,39,6,2.01251084589552,0.132006126533924
4,2,0.58,NA,4000,50,10,40,6,2.07892963038261,0.0125287803446107
4,2,0.58,NA,4000,50,10,41,5,2.00754130983918,0.158819130042622
4,2,0.58,NA,4000,50,10,42,5,1.88269215424468,0.0877295390494036
4,2,0.58,NA,4000,50,10,43,5,2.09903817342199,0.0356578189084164
4,2,0.58,NA,4000,50,10,44,5,2.08516152289495,0.0797454025484638
4,2,0.58,NA,4000,50,10,45,4,2.03639069727914,0.0454569043154562
4,2,0.58,NA,4000,50,10,46,4,2.04871066451283,0.08045276579217
4,2,0.58,NA,4000,50,10,47,4,2.09970358794258,0.0108982956320144
4,2,0.58,NA,4000,50,10,48,4,2.1526627104434,0.0347414100548683
4,2,0.58,NA,4000,50,10,49,4,1.97939893047227,0.0838193057091045
4,2,0.58,NA,4000,50,10,50,4,2.20138870450724,0.0107031683678331
4,2,0.58,NA,4000,50,10,51,3,2.06634867853246,0.0117761023121228
4,2,0.58,NA,4000,50,10,52,3,1.93785059551999,0.00124833356610443
4,2,0.58,NA,4000,50,10,53,3,1.98259940277391,0.00521329551024785
4,2,0.58,NA,4000,50,10,54,3,2.07868256142993,0.0401033191008319
4,2,0.58,NA,4000,50,10,55,3,2.00991439021864,0.0774575945519177
4,2,0.58,NA,4000,50,10,56,3,2.08161802221534,0.0248814111885826
4,2,0.58,NA,4000,50,10,57,3,2.11358993267045,0.00735219876282728
4,2,0.58,NA,4000,50,10,58,2,1.96887567729285,0.0517579293198054
4,2,0.58,NA,4000,50,10,59,2,1.99537912214531,0.0063629403104495
4,2,0.58,NA,4000,50,10,60,2,2.06088754268713,0.066635363451092
4,2,0.58,NA,4000,50,10,61,2,2.1224916886495,0.0243100412269218
4,2,0.58,NA,4000,50,10,62,2,1.91808035426504,0.0182370506587738
4,2,0.58,NA,4000,50,10,63,2,1.94088676998338,0.0340790647942476
4,2,0.58,NA,4000,50,10,64,2,2.1101527967629,0.0160579236357592
4,2,0.58,NA,4000,50,10,65,2,2.02648733283559,0.00836450652366952
4,2,0.58,NA,4000,50,10,66,2,2.01845079028724,0.0352183553447956
