"alpha","beta","gamma_sq","sigma_sq","B","c1","c2","G","R","betahat_mean","betahat_var"
4,2,1,1,3000,100,5,2,281,2.33225344648397,2.69351225623607
4,2,1,1,3000,100,5,3,181,2.49707086454201,1.26860706575121
4,2,1,1,3000,100,5,4,131,1.89657633581582,1.12671870672933
4,2,1,1,3000,100,5,5,101,2.02310409833277,1.67815007513007
4,2,1,1,3000,100,5,6,81,1.96636225912405,0.73584231640998
4,2,1,1,3000,100,5,7,66,2.00734626163183,0.71377083143979
4,2,1,1,3000,100,5,8,56,1.9447474934843,0.716351769011279
4,2,1,1,3000,100,5,9,47,2.03871828774979,0.499881110277721
4,2,1,1,3000,100,5,10,41,1.82109063178568,0.500089748991013
4,2,1,1,3000,100,5,11,35,2.12167552225289,0.696494526033965
4,2,1,1,3000,100,5,12,31,2.02341209256026,0.656266527837395
4,2,1,1,3000,100,5,13,27,1.73792538356936,0.434106586787778
4,2,1,1,3000,100,5,14,23,1.99862269417006,0.505751985770527
4,2,1,1,3000,100,5,15,21,1.95726221341765,0.183941481673757
4,2,1,1,3000,100,5,16,18,1.87525472661263,0.337516893594042
4,2,1,1,3000,100,5,17,16,1.88358951717064,0.289852913016655
4,2,1,1,3000,100,5,18,14,2.27572624133241,0.342919135557561
4,2,1,1,3000,100,5,19,12,1.96679275568536,0.24912017756247
4,2,1,1,3000,100,5,20,11,1.98709711963024,0.156588437985879
4,2,1,1,3000,100,5,21,9,2.06931993815818,0.225149148595162
4,2,1,1,3000,100,5,22,8,1.96189344004596,0.280877897131746
4,2,1,1,3000,100,5,23,7,1.92476313821367,0.109541601247286
4,2,1,1,3000,100,5,24,6,2.16971231942476,0.130077108241713
4,2,1,1,3000,100,5,25,5,1.98990785978616,0.228096485754933
4,2,1,1,3000,100,5,26,4,2.03624219585647,0.144425841458319
4,2,1,1,3000,100,5,27,3,1.97797483269889,0.305688094403341
4,2,1,1,3000,100,5,28,2,1.84633892635065,0.198357245043118
