"alpha","beta","gamma_sq","sigma_sq","B","c1","c2","G","R","betahat_mean","betahat_var"
4,2,1,NA,3000,50,10,2,146,1.3456065068103,7.38126906990043
4,2,1,NA,3000,50,10,3,96,2.04362841061271,2.03302781055996
4,2,1,NA,3000,50,10,4,71,2.06014837960824,0.636362548185646
4,2,1,NA,3000,50,10,5,56,2.09390624437082,1.25904144543319
4,2,1,NA,3000,50,10,6,46,2.01545201015613,0.774871334189162
4,2,1,NA,3000,50,10,7,38,2.21686357977865,1.51401987276275
4,2,1,NA,3000,50,10,8,33,1.49441949925435,0.394885973487353
4,2,1,NA,3000,50,10,9,29,2.26877117869363,0.347501503189394
4,2,1,NA,3000,50,10,10,26,2.17389391548873,0.470747066076232
4,2,1,NA,3000,50,10,11,23,2.17703830634122,0.353638357016819
4,2,1,NA,3000,50,10,12,21,2.20044838970894,1.08571973830585
4,2,1,NA,3000,50,10,13,19,1.98060822978937,0.440685528154806
4,2,1,NA,3000,50,10,14,17,1.97593826219943,0.450407969908506
4,2,1,NA,3000,50,10,15,16,1.96387107725907,0.199021090335125
4,2,1,NA,3000,50,10,16,14,2.00778077945915,0.524399118451718
4,2,1,NA,3000,50,10,17,13,2.09771997510961,0.691771539817316
4,2,1,NA,3000,50,10,18,12,2.13082049265365,0.182363864191081
4,2,1,NA,3000,50,10,19,11,2.27748580541551,0.250296091417569
4,2,1,NA,3000,50,10,20,11,1.93398519732882,0.225277567814617
4,2,1,NA,3000,50,10,21,10,1.97906305955647,0.227202465660355
4,2,1,NA,3000,50,10,22,9,2.12798156073306,0.145686424987438
4,2,1,NA,3000,50,10,23,9,2.02179487177179,0.296217380330826
4,2,1,NA,3000,50,10,24,8,1.98774798513101,0.0754782834529929
4,2,1,NA,3000,50,10,25,8,1.92505391351881,0.109032261888126
4,2,1,NA,3000,50,10,26,7,1.85966911784821,0.216138849593532
4,2,1,NA,3000,50,10,27,7,1.87717654312306,0.230651011383059
4,2,1,NA,3000,50,10,28,6,2.24642222590551,0.104056748408253
4,2,1,NA,3000,50,10,29,6,2.06193628466584,0.0544598687818404
4,2,1,NA,3000,50,10,30,6,1.91309787078203,0.138500192265366
4,2,1,NA,3000,50,10,31,5,2.03979127742764,0.22216046352835
4,2,1,NA,3000,50,10,32,5,1.90578703742453,0.156643707178408
4,2,1,NA,3000,50,10,33,5,2.00642188657579,0.0927380446866325
4,2,1,NA,3000,50,10,34,4,2.06433893389527,0.0559742156819486
4,2,1,NA,3000,50,10,35,4,1.99004548379086,0.216060899521157
4,2,1,NA,3000,50,10,36,4,2.06513374456519,0.0957213839439106
4,2,1,NA,3000,50,10,37,4,1.94405319767011,0.126125423693849
4,2,1,NA,3000,50,10,38,3,1.90704597118025,0.0933570654195378
4,2,1,NA,3000,50,10,39,3,1.84977652882958,0.0773606543399443
4,2,1,NA,3000,50,10,40,3,1.92280253908108,0.096179567073824
4,2,1,NA,3000,50,10,41,3,2.01936039010569,0.0556836457190131
4,2,1,NA,3000,50,10,42,3,2.02510606150852,0.103001634605291
4,2,1,NA,3000,50,10,43,2,2.00303027963379,0.101464749709413
4,2,1,NA,3000,50,10,44,2,2.07998747078229,0.123375928020962
4,2,1,NA,3000,50,10,45,2,2.1458116361363,0.159047227414002
4,2,1,NA,3000,50,10,46,2,2.05981047628017,0.113078763331834
4,2,1,NA,3000,50,10,47,2,2.07789346189572,0.0581826431446044
4,2,1,NA,3000,50,10,48,2,1.96800176605037,0.0406091157156436
4,2,1,NA,3000,50,10,49,2,2.11705164202672,0.147364020119988
4,2,1,NA,3000,50,10,50,2,1.8836772998472,0.0864185478187326
