"alpha","beta","gamma_sq","sigma_sq","B","c1","c2","G","R","betahat_mean","betahat_var"
4,2,1,NA,3000,100,10,2,141,3.93798461050289,2.12828512509009
4,2,1,NA,3000,100,10,3,91,1.90640527411256,1.3419206122567
4,2,1,NA,3000,100,10,4,66,2.4030731794437,0.518329887172438
4,2,1,NA,3000,100,10,5,51,1.93658307287572,1.98002072654963
4,2,1,NA,3000,100,10,6,41,2.0514878857692,0.167039972517335
4,2,1,NA,3000,100,10,7,33,2.18114212852421,1.57177398698639
4,2,1,NA,3000,100,10,8,28,1.63770103582044,0.826368975734983
4,2,1,NA,3000,100,10,9,24,2.40938221060705,0.308368529370332
4,2,1,NA,3000,100,10,10,21,2.00408533411301,0.478698399722993
4,2,1,NA,3000,100,10,11,18,1.72592566148696,0.133428732537709
4,2,1,NA,3000,100,10,12,16,1.81944697612482,0.115567568597161
4,2,1,NA,3000,100,10,13,14,1.82452870571793,0.473973080365548
4,2,1,NA,3000,100,10,14,12,2.04302754081111,0.347128751913924
4,2,1,NA,3000,100,10,15,11,1.77965091628205,0.416753058348689
4,2,1,NA,3000,100,10,16,9,1.9390947561101,0.21958212795652
4,2,1,NA,3000,100,10,17,8,2.13082622369273,0.202994117916202
4,2,1,NA,3000,100,10,18,7,1.92896564774552,0.257202279192508
4,2,1,NA,3000,100,10,19,6,2.17310653813605,0.259952813674619
4,2,1,NA,3000,100,10,20,6,2.00920922807579,0.320156044824467
4,2,1,NA,3000,100,10,21,5,1.92955279974109,0.16884424099737
4,2,1,NA,3000,100,10,22,4,1.9846092353408,0.17612140103725
4,2,1,NA,3000,100,10,23,4,2.15096356223332,0.201329190426039
4,2,1,NA,3000,100,10,24,3,1.98273145899455,0.0911414393265437
4,2,1,NA,3000,100,10,25,3,1.90115145047133,0.24072851736944
4,2,1,NA,3000,100,10,26,2,2.01721402929522,0.347405410376071
4,2,1,NA,3000,100,10,27,2,2.0372262475951,0.267973345689427
