"alpha","beta","gamma_sq","sigma_sq","B","c1","c2","G","R","betahat_mean","betahat_var"
4,2,0.58,NA,4000,100,10,2,191,4.52533379610873,NA
4,2,0.58,NA,4000,100,10,3,124,1.5607945543361,0.950227554090765
4,2,0.58,NA,4000,100,10,4,91,2.62363489986961,0.543100567232234
4,2,0.58,NA,4000,100,10,5,71,2.48628202923343,0.986835089514383
4,2,0.58,NA,4000,100,10,6,57,2.0993340289121,0.209731044708998
4,2,0.58,NA,4000,100,10,7,48,1.71116218381782,0.174687902101511
4,2,0.58,NA,4000,100,10,8,41,1.84651125452163,0.503421336581532
4,2,0.58,NA,4000,100,10,9,35,1.91756085231976,0.459817548938854
4,2,0.58,NA,4000,100,10,10,31,1.98455075848321,0.0200038234923184
4,2,0.58,NA,4000,100,10,11,27,1.63268676977483,0.379772790493097
4,2,0.58,NA,4000,100,10,12,24,1.69309286317677,0.061980265307176
4,2,0.58,NA,4000,100,10,13,21,2.09779010159173,0.166963769884249
4,2,0.58,NA,4000,100,10,14,19,1.80446236370319,0.144379472597118
4,2,0.58,NA,4000,100,10,15,17,2.04006700155615,0.402884061711751
4,2,0.58,NA,4000,100,10,16,16,1.7929756374239,0.129250280831695
4,2,0.58,NA,4000,100,10,17,14,1.96570288221947,0.129001165138625
4,2,0.58,NA,4000,100,10,18,13,2.03017207239597,0.0890790257714234
4,2,0.58,NA,4000,100,10,19,12,2.1272495893875,0.464935225552113
4,2,0.58,NA,4000,100,10,20,11,2.07037644959228,0.206268011900384
4,2,0.58,NA,4000,100,10,21,10,2.22606781111225,0.0778802373750644
4,2,0.58,NA,4000,100,10,22,9,2.11555300349778,0.177805059056379
4,2,0.58,NA,4000,100,10,23,8,2.30759251388058,0.0348940352738824
4,2,0.58,NA,4000,100,10,24,7,1.9939441499902,0.0575334820635616
4,2,0.58,NA,4000,100,10,25,7,1.81762259090576,0.0603998310083479
4,2,0.58,NA,4000,100,10,26,6,1.7814226487438,0.0545122241546504
4,2,0.58,NA,4000,100,10,27,5,1.8760404827717,0.105654708194563
4,2,0.58,NA,4000,100,10,28,5,1.84453281936672,0.0414357141177545
4,2,0.58,NA,4000,100,10,29,4,2.07482109178507,0.0719264844644034
4,2,0.58,NA,4000,100,10,30,4,1.87341594516167,0.0093016754644163
4,2,0.58,NA,4000,100,10,31,3,1.87874458998903,0.329831949821964
4,2,0.58,NA,4000,100,10,32,3,1.82283628307738,0.0663539639531408
4,2,0.58,NA,4000,100,10,33,3,1.88895447696715,0.135003428240742
4,2,0.58,NA,4000,100,10,34,2,2.01455310323444,0.022017115949142
4,2,0.58,NA,4000,100,10,35,2,2.30118688370504,0.060170666249057
4,2,0.58,NA,4000,100,10,36,2,2.02453917987364,0.0389884457213804
