"alpha","beta","gamma_sq","sigma_sq","B","c1","c2","G","R","betahat_mean","betahat_var"
4,1,1,NA,4000,100,5,2,381,0.884993735650315,2.09377540913183
4,1,1,NA,4000,100,5,3,247,1.09855909656018,0.326896491923827
4,1,1,NA,4000,100,5,4,181,1.72242247258221,0.268422930607413
4,1,1,NA,4000,100,5,5,141,1.9038935058515,0.947957783980064
4,1,1,NA,4000,100,5,6,114,1.42447095002085,0.739850153584919
4,1,1,NA,4000,100,5,7,95,1.13464701373477,1.33205946519027
4,1,1,NA,4000,100,5,8,81,1.08249990632501,0.346839058693498
4,1,1,NA,4000,100,5,9,69,0.602597850916949,0.200497783080648
4,1,1,NA,4000,100,5,10,61,1.0442149700407,0.774285864548721
4,1,1,NA,4000,100,5,11,53,1.22990149705654,0.193574003407144
4,1,1,NA,4000,100,5,12,47,1.06946094023946,0.290870244894775
4,1,1,NA,4000,100,5,13,42,1.10547415464501,0.373848563255308
4,1,1,NA,4000,100,5,14,38,0.860591269374317,0.227950220750898
4,1,1,NA,4000,100,5,15,34,0.67723670109596,0.329323679145875
4,1,1,NA,4000,100,5,16,31,0.889496166264286,0.229667048147725
4,1,1,NA,4000,100,5,17,28,1.1895798407987,0.197452692726206
4,1,1,NA,4000,100,5,18,25,1.03269872494704,0.218415681628032
4,1,1,NA,4000,100,5,19,23,1.06778113624175,0.213304902762527
4,1,1,NA,4000,100,5,20,21,1.00188649761834,0.338224030124236
4,1,1,NA,4000,100,5,21,19,1.10547853242115,0.0787506544328447
4,1,1,NA,4000,100,5,22,17,1.15157344077409,0.0657529164831986
4,1,1,NA,4000,100,5,23,15,0.675550170345486,0.240231020504649
4,1,1,NA,4000,100,5,24,14,1.13598043745807,0.437418113752818
4,1,1,NA,4000,100,5,25,13,0.970154010138015,0.0867080743412843
4,1,1,NA,4000,100,5,26,11,1.19225662177489,0.198734810823501
4,1,1,NA,4000,100,5,27,10,1.07940067020727,0.103443786656988
4,1,1,NA,4000,100,5,28,9,1.00288715184557,0.293505637936796
4,1,1,NA,4000,100,5,29,8,0.977488826772733,0.124765382464818
4,1,1,NA,4000,100,5,30,7,1.12991262568392,0.182872620788068
4,1,1,NA,4000,100,5,31,6,1.02472260066624,0.242531828462545
4,1,1,NA,4000,100,5,32,6,1.04611635657886,0.106420911662726
4,1,1,NA,4000,100,5,33,5,0.85274508460561,0.0907000933958783
4,1,1,NA,4000,100,5,34,4,0.976251695933067,0.042495634335774
4,1,1,NA,4000,100,5,35,3,1.01101198239753,0.0754009184605906
4,1,1,NA,4000,100,5,36,3,0.877370524086559,0.136806756172867
4,1,1,NA,4000,100,5,37,2,1.11541293796469,0.115317442661467
4,1,1,NA,4000,100,5,38,2,0.877349069730342,0.141083900645767
