"alpha","beta","gamma_sq","sigma_sq","B","c1","c2","G","R","betahat_mean","betahat_var"
4,2,1,NA,3000,100,5,2,281,1.7929530908123,2.52432059713763
4,2,1,NA,3000,100,5,3,181,2.27949943050132,0.576085830114485
4,2,1,NA,3000,100,5,4,131,1.93826162468507,2.22825603082534
4,2,1,NA,3000,100,5,5,101,2.48581460692421,1.33648974437323
4,2,1,NA,3000,100,5,6,81,2.20832388293862,1.28126652969136
4,2,1,NA,3000,100,5,7,66,1.46651543988908,0.557006692607669
4,2,1,NA,3000,100,5,8,56,1.91492768935457,0.410893842103172
4,2,1,NA,3000,100,5,9,47,1.81027597487842,1.3759815505929
4,2,1,NA,3000,100,5,10,41,1.91439118052481,0.301245573194602
4,2,1,NA,3000,100,5,11,35,1.94544308856709,0.230409889664428
4,2,1,NA,3000,100,5,12,31,1.9577578915717,0.276405525370238
4,2,1,NA,3000,100,5,13,27,1.85480246265686,0.230230310366154
4,2,1,NA,3000,100,5,14,23,1.55938077515764,0.193481441303199
4,2,1,NA,3000,100,5,15,21,1.95574964586665,0.383749169944948
4,2,1,NA,3000,100,5,16,18,1.90201666846228,0.220347160517953
4,2,1,NA,3000,100,5,17,16,2.03668826639293,0.082183198215011
4,2,1,NA,3000,100,5,18,14,1.80469490228843,0.173590827269566
4,2,1,NA,3000,100,5,19,12,2.21275839672588,0.29550733324462
4,2,1,NA,3000,100,5,20,11,1.93398519732882,0.225277567814617
4,2,1,NA,3000,100,5,21,9,1.85726633189394,0.236180484041925
4,2,1,NA,3000,100,5,22,8,2.07991887665538,0.348634475892926
4,2,1,NA,3000,100,5,23,7,2.03346610194223,0.17849593513185
4,2,1,NA,3000,100,5,24,6,2.02559147430728,0.148808901842196
4,2,1,NA,3000,100,5,25,5,1.87296752929585,0.211990618529191
4,2,1,NA,3000,100,5,26,4,2.06764373143761,0.155523840801948
4,2,1,NA,3000,100,5,27,3,2.00525395184583,0.115239083855461
4,2,1,NA,3000,100,5,28,2,1.76198226906198,0.158116292454388
