"alpha","beta","gamma_sq","sigma_sq","B","c1","c2","G","R","betahat_mean","betahat_var"
4,1,1,4,5000,100,5,2,481,0.602528787782616,2.2541194101557
4,1,1,4,5000,100,5,3,314,1.13899052090534,0.899767566193438
4,1,1,4,5000,100,5,4,231,0.743367685896654,1.40036202645354
4,1,1,4,5000,100,5,5,181,0.795519247505765,1.15685588258015
4,1,1,4,5000,100,5,6,147,0.944618885446931,0.367946114506749
4,1,1,4,5000,100,5,7,123,1.00169049066627,0.508929441928389
4,1,1,4,5000,100,5,8,106,1.22592179048553,0.512786649628473
4,1,1,4,5000,100,5,9,92,1.02935731483623,0.586817470806391
4,1,1,4,5000,100,5,10,81,1.23243389597406,0.514287407424122
4,1,1,4,5000,100,5,11,71,1.05874320045003,0.534059171855206
4,1,1,4,5000,100,5,12,64,0.915800983707482,0.435871983547489
4,1,1,4,5000,100,5,13,57,1.04764955547203,0.50966962743428
4,1,1,4,5000,100,5,14,52,0.908571999091851,0.259039803655856
4,1,1,4,5000,100,5,15,47,1.13246534330585,0.289057110791602
4,1,1,4,5000,100,5,16,43,0.864812942071521,0.213594861192298
4,1,1,4,5000,100,5,17,39,1.04242261476564,0.271682489739817
4,1,1,4,5000,100,5,18,36,0.984324168153831,0.330922068934232
4,1,1,4,5000,100,5,19,33,1.04682916910025,0.353052933993419
4,1,1,4,5000,100,5,20,31,0.90822602429582,0.156664691188626
4,1,1,4,5000,100,5,21,28,1.03281542868911,0.159124153580579
4,1,1,4,5000,100,5,22,26,1.10235140050236,0.187629471904584
4,1,1,4,5000,100,5,23,24,0.99151002825266,0.262059677468679
4,1,1,4,5000,100,5,24,22,1.01604189555492,0.287083763549435
4,1,1,4,5000,100,5,25,21,0.984224822118669,0.177813620591863
4,1,1,4,5000,100,5,26,19,0.982889493605463,0.14172435878622
4,1,1,4,5000,100,5,27,18,0.898775041248295,0.239170140225331
4,1,1,4,5000,100,5,28,16,1.03884993572337,0.106944965113496
4,1,1,4,5000,100,5,29,15,0.940044818923052,0.145218152333902
4,1,1,4,5000,100,5,30,14,1.07809975493584,0.139128775616119
4,1,1,4,5000,100,5,31,13,1.04124637286127,0.258806887543284
4,1,1,4,5000,100,5,32,12,1.11910409162478,0.111886753246256
4,1,1,4,5000,100,5,33,11,1.03343804952991,0.1732592343415
4,1,1,4,5000,100,5,34,10,0.908713539685513,0.179997487073856
4,1,1,4,5000,100,5,35,9,0.995692476021677,0.126546796880889
4,1,1,4,5000,100,5,36,8,1.02986733012625,0.137872433124515
4,1,1,4,5000,100,5,37,8,0.947287935174434,0.189690191232128
4,1,1,4,5000,100,5,38,7,0.946587497450838,0.125223925547071
4,1,1,4,5000,100,5,39,6,1.03393030842422,0.277587283930359
4,1,1,4,5000,100,5,40,6,1.06621115301108,0.142099103860264
4,1,1,4,5000,100,5,41,5,0.967522400667167,0.251858777406955
4,1,1,4,5000,100,5,42,4,1.02088184499852,0.101798075107091
4,1,1,4,5000,100,5,43,4,1.06561790019075,0.159631167696617
4,1,1,4,5000,100,5,44,3,0.970149430527241,0.16968157131897
4,1,1,4,5000,100,5,45,3,0.790244278891507,0.334589816241793
4,1,1,4,5000,100,5,46,2,0.973718623228697,0.25570249174456
4,1,1,4,5000,100,5,47,2,1.07897810341361,0.212619576000134
