"alpha","beta","gamma_sq","sigma_sq","B","c1","c2","G","R","betahat_mean","betahat_var"
4,1,0.58,NA,2000,50,10,2,96,1.3949516528991,1.26531874969033
4,1,0.58,NA,2000,50,10,3,62,1.51229454801547,0.428529505279475
4,1,0.58,NA,2000,50,10,4,46,1.13944132374489,0.760691252233248
4,1,0.58,NA,2000,50,10,5,36,1.14036466114894,0.848336392069397
4,1,0.58,NA,2000,50,10,6,29,1.02489354341787,0.495279246460682
4,1,0.58,NA,2000,50,10,7,24,0.795576983670005,0.288004402667306
4,1,0.58,NA,2000,50,10,8,21,0.897356591020952,0.271758475627683
4,1,0.58,NA,2000,50,10,9,18,0.632981899039794,0.314912404927454
4,1,0.58,NA,2000,50,10,10,16,0.95442789818981,0.257544505787248
4,1,0.58,NA,2000,50,10,11,14,0.85666529521204,0.254131720943401
4,1,0.58,NA,2000,50,10,12,12,1.08061170070301,0.169998014621969
4,1,0.58,NA,2000,50,10,13,11,0.790135320669799,0.121149655698459
4,1,0.58,NA,2000,50,10,14,10,0.882562215935027,0.252800985204411
4,1,0.58,NA,2000,50,10,15,9,1.04530549094331,0.110474744773121
4,1,0.58,NA,2000,50,10,16,8,0.65065043155813,0.329786727601141
4,1,0.58,NA,2000,50,10,17,7,0.961505023098925,0.299318609631093
4,1,0.58,NA,2000,50,10,18,7,1.04422541572784,0.098442093899
4,1,0.58,NA,2000,50,10,19,6,1.03935250994024,0.202820840303992
4,1,0.58,NA,2000,50,10,20,6,0.997514252588889,0.165045135597837
4,1,0.58,NA,2000,50,10,21,5,1.04333221138298,0.0875979878595775
4,1,0.58,NA,2000,50,10,22,5,1.02610956267055,0.0798002386312597
4,1,0.58,NA,2000,50,10,23,4,0.919441795967942,0.144864019004994
4,1,0.58,NA,2000,50,10,24,4,1.04132164792755,0.0881938653974054
4,1,0.58,NA,2000,50,10,25,4,0.997017009688516,0.110821880666948
4,1,0.58,NA,2000,50,10,26,3,0.9530352908476,0.140977212699472
4,1,0.58,NA,2000,50,10,27,3,1.02254773227028,0.0468203803228523
4,1,0.58,NA,2000,50,10,28,3,1.0705372246309,0.148316422312646
4,1,0.58,NA,2000,50,10,29,2,1.05000190958479,0.0405330680626236
4,1,0.58,NA,2000,50,10,30,2,0.97579901487242,0.123082311897467
4,1,0.58,NA,2000,50,10,31,2,0.93085498412525,0.0899218999078258
4,1,0.58,NA,2000,50,10,32,2,0.945989773883458,0.0825791977224067
4,1,0.58,NA,2000,50,10,33,2,1.09822144573017,0.0603963271089381
