"alpha","beta","gamma_sq","sigma_sq","B","c1","c2","G","R","betahat_mean","betahat_var"
4,1,0.58,1,2000,50,10,2,96,0.780566968537817,0.989567315563672
4,1,0.58,1,2000,50,10,3,62,1.0666141515858,0.724818809265286
4,1,0.58,1,2000,50,10,4,46,1.21758462228463,0.645787555412857
4,1,0.58,1,2000,50,10,5,36,0.989280919424048,0.615811577949359
4,1,0.58,1,2000,50,10,6,29,1.12225051950481,0.527787112183131
4,1,0.58,1,2000,50,10,7,24,1.13743859021632,0.365288112506571
4,1,0.58,1,2000,50,10,8,21,0.901255406937849,0.487423794613962
4,1,0.58,1,2000,50,10,9,18,0.928143397159307,0.537213917061192
4,1,0.58,1,2000,50,10,10,16,1.12142546028039,0.261181267230925
4,1,0.58,1,2000,50,10,11,14,1.14167045880306,0.270824994567498
4,1,0.58,1,2000,50,10,12,12,1.11363088058711,0.237981307978441
4,1,0.58,1,2000,50,10,13,11,1.03124737161077,0.231217171983614
4,1,0.58,1,2000,50,10,14,10,0.887989859638158,0.257008644165294
4,1,0.58,1,2000,50,10,15,9,0.946682562790878,0.323804881436306
4,1,0.58,1,2000,50,10,16,8,1.02464044903086,0.0799575287631069
4,1,0.58,1,2000,50,10,17,7,0.915422880660588,0.122255826656853
4,1,0.58,1,2000,50,10,18,7,0.987622102815382,0.119685843878511
4,1,0.58,1,2000,50,10,19,6,0.956653068527152,0.265951900889269
4,1,0.58,1,2000,50,10,20,6,0.924312182821674,0.203146509686596
4,1,0.58,1,2000,50,10,21,5,0.88101843676169,0.0985371183330158
4,1,0.58,1,2000,50,10,22,5,0.904793149371758,0.23428178477271
4,1,0.58,1,2000,50,10,23,4,1.12901457230633,0.207169198113528
4,1,0.58,1,2000,50,10,24,4,1.02703467273496,0.0854107974447787
4,1,0.58,1,2000,50,10,25,4,1.14326161363802,0.138822505422983
4,1,0.58,1,2000,50,10,26,3,0.893556095698132,0.149548265876875
4,1,0.58,1,2000,50,10,27,3,0.968932787204818,0.202125436317297
4,1,0.58,1,2000,50,10,28,3,1.01189353786238,0.10770748304009
4,1,0.58,1,2000,50,10,29,2,0.925362324777241,0.0426354964542764
4,1,0.58,1,2000,50,10,30,2,0.97298825842212,0.113850568190942
4,1,0.58,1,2000,50,10,31,2,1.07987991028127,0.140779152090299
4,1,0.58,1,2000,50,10,32,2,1.07988572892207,0.14031894670544
4,1,0.58,1,2000,50,10,33,2,1.03811148548192,0.168455844052866
