"alpha","beta","gamma_sq","sigma_sq","B","c1","c2","G","R","betahat_mean","betahat_var"
4,1,1,NA,4000,50,10,2,196,0.682087346293901,3.2746169597921
4,1,1,NA,4000,50,10,3,129,0.750160419553244,0.418900134412271
4,1,1,NA,4000,50,10,4,96,0.657077509230959,1.02808529681801
4,1,1,NA,4000,50,10,5,76,1.47550975442344,1.60641336037219
4,1,1,NA,4000,50,10,6,62,0.657253800032628,1.65033207434331
4,1,1,NA,4000,50,10,7,53,0.719066509253106,0.372616132706041
4,1,1,NA,4000,50,10,8,46,1.01257096567628,0.402999064086962
4,1,1,NA,4000,50,10,9,40,0.789961055261015,0.345056355382603
4,1,1,NA,4000,50,10,10,36,1.11464047714645,0.236136193644736
4,1,1,NA,4000,50,10,11,32,0.823822732987539,0.131155652335422
4,1,1,NA,4000,50,10,12,29,1.07913716863329,0.382905702340164
4,1,1,NA,4000,50,10,13,26,0.974882385688594,0.182695009829828
4,1,1,NA,4000,50,10,14,24,0.614044824356583,0.272124011208568
4,1,1,NA,4000,50,10,15,22,1.21675914217213,0.383413541401631
4,1,1,NA,4000,50,10,16,21,1.13200328402122,0.296929330699174
4,1,1,NA,4000,50,10,17,19,1.05591717598013,0.162096883517725
4,1,1,NA,4000,50,10,18,18,0.978430712356851,0.227861326294165
4,1,1,NA,4000,50,10,19,17,1.03262752564777,0.169916218385595
4,1,1,NA,4000,50,10,20,16,1.00505814969725,0.242916839644548
4,1,1,NA,4000,50,10,21,15,0.733723793515621,0.154765702604893
4,1,1,NA,4000,50,10,22,14,1.00602883086946,0.292592622969215
4,1,1,NA,4000,50,10,23,13,1.28875026604963,0.124790663869854
4,1,1,NA,4000,50,10,24,12,1.08665314174934,0.27744596123448
4,1,1,NA,4000,50,10,25,12,0.896304390878453,0.207400524697103
4,1,1,NA,4000,50,10,26,11,1.19225662177489,0.198734810823501
4,1,1,NA,4000,50,10,27,10,1.07940067020727,0.103443786656988
4,1,1,NA,4000,50,10,28,10,0.852334338322592,0.118710318679954
4,1,1,NA,4000,50,10,29,9,0.91241335476738,0.151672174000445
4,1,1,NA,4000,50,10,30,9,0.82738609865233,0.108288141187039
4,1,1,NA,4000,50,10,31,8,1.06618716543259,0.0846573753841969
4,1,1,NA,4000,50,10,32,8,1.13371299955062,0.147512733324002
4,1,1,NA,4000,50,10,33,8,0.962439495558047,0.222444239158723
4,1,1,NA,4000,50,10,34,7,1.036409496126,0.0578654577695679
4,1,1,NA,4000,50,10,35,7,1.02945157434407,0.0711297550761502
4,1,1,NA,4000,50,10,36,7,1.04631751316072,0.0472251296553432
4,1,1,NA,4000,50,10,37,6,1.12350860570527,0.20110703241892
4,1,1,NA,4000,50,10,38,6,0.989351409382266,0.0777708349688766
4,1,1,NA,4000,50,10,39,6,1.0889004812292,0.147225618949566
4,1,1,NA,4000,50,10,40,6,1.00671221683213,0.069318687316586
4,1,1,NA,4000,50,10,41,5,1.01879576046253,0.115827993267442
4,1,1,NA,4000,50,10,42,5,1.0154531637878,0.0822748064301362
4,1,1,NA,4000,50,10,43,5,1.2085169874261,0.227118903479968
4,1,1,NA,4000,50,10,44,5,0.983877484546654,0.105995290671125
4,1,1,NA,4000,50,10,45,4,1.08391149522191,0.0648086651896698
4,1,1,NA,4000,50,10,46,4,1.05328381991069,0.063255771698836
4,1,1,NA,4000,50,10,47,4,1.112895831041,0.0882060363625167
4,1,1,NA,4000,50,10,48,4,1.05713063594848,0.043475144267021
4,1,1,NA,4000,50,10,49,4,1.07865333227486,0.0611572273561802
4,1,1,NA,4000,50,10,50,4,0.880749279405035,0.207528684250006
4,1,1,NA,4000,50,10,51,3,1.0561141515319,0.0754324915995459
4,1,1,NA,4000,50,10,52,3,0.962651497979939,0.0716017256013232
4,1,1,NA,4000,50,10,53,3,0.94579291344978,0.02733488087583
4,1,1,NA,4000,50,10,54,3,1.05569027233648,0.121802721314329
4,1,1,NA,4000,50,10,55,3,0.958490721799239,0.029314397825369
4,1,1,NA,4000,50,10,56,3,1.01359414903847,0.0817296715431827
4,1,1,NA,4000,50,10,57,3,1.02065398724972,0.0318623586562604
4,1,1,NA,4000,50,10,58,2,0.891050702132129,0.0549824917655175
4,1,1,NA,4000,50,10,59,2,0.92341889230485,0.0464821241655722
4,1,1,NA,4000,50,10,60,2,1.09446898726643,0.126526025131788
4,1,1,NA,4000,50,10,61,2,0.970450520413873,0.0990237325720233
4,1,1,NA,4000,50,10,62,2,1.02297546276726,0.0478316150141893
4,1,1,NA,4000,50,10,63,2,1.08093932513562,0.093026674904907
4,1,1,NA,4000,50,10,64,2,1.04508539890792,0.0837431367001666
4,1,1,NA,4000,50,10,65,2,1.11187187421039,0.0369977022780379
4,1,1,NA,4000,50,10,66,2,0.968541575578171,0.0568969397778409
