"alpha","beta","gamma_sq","sigma_sq","B","c1","c2","G","R","betahat_mean","betahat_var","bias","coverage_prob","power"
4,1,0.58,NA,4000,100,10,2,191,1.43482701863001,NA,0.434827018630014,0,0
4,1,0.58,NA,4000,100,10,3,124,0.441532841526252,1.0666233219948,-0.558467158473748,0.5,0
4,1,0.58,NA,4000,100,10,4,91,1.89549605745018,1.02678469204494,0.895496057450181,1,0
4,1,0.58,NA,4000,100,10,5,71,1.58050234463596,1.01677436852914,0.580502344635963,0.666666666666667,0
4,1,0.58,NA,4000,100,10,6,57,0.601263884949041,0.0385411559667011,-0.398736115050959,1,0
4,1,0.58,NA,4000,100,10,7,48,0.471292878946978,0.11012653521342,-0.528707121053022,0.666666666666667,0
4,1,0.58,NA,4000,100,10,8,41,1.43164087198734,0.0665739128051345,0.431640871987335,1,0
4,1,0.58,NA,4000,100,10,9,35,0.745141920964058,0.109354833203346,-0.254858079035942,1,0
4,1,0.58,NA,4000,100,10,10,31,0.652159856333921,0.122825263753418,-0.347840143666079,1,0
4,1,0.58,NA,4000,100,10,11,27,0.819039556726663,0.0515870024634681,-0.180960443273337,1,0
4,1,0.58,NA,4000,100,10,12,24,0.716252951050053,0.17349526564235,-0.283747048949947,1,0
4,1,0.58,NA,4000,100,10,13,21,0.963252561432083,0.0514196801368141,-0.0367474385679166,1,0
4,1,0.58,NA,4000,100,10,14,19,0.693000672093746,0.357360330458679,-0.306999327906254,0.666666666666667,0
4,1,0.58,NA,4000,100,10,15,17,1.34184174790447,0.0700375333244758,0.341841747904473,1,0
4,1,0.58,NA,4000,100,10,16,16,1.11434728782032,0.0533366732443039,0.114347287820316,1,0
4,1,0.58,NA,4000,100,10,17,14,1.11049311214314,0.00873281027590176,0.110493112143143,1,0
4,1,0.58,NA,4000,100,10,18,13,1.15541778330548,0.53714520226846,0.155417783305481,0.666666666666667,0
4,1,0.58,NA,4000,100,10,19,12,1.19696886445441,0.500801503535984,0.196968864454412,0.666666666666667,0
4,1,0.58,NA,4000,100,10,20,11,1.05598411465154,0.44822370077593,0.0559841146515363,0.666666666666667,0
4,1,0.58,NA,4000,100,10,21,10,0.91017375592157,0.125645687968278,-0.0898262440784297,1,0
4,1,0.58,NA,4000,100,10,22,9,1.38203610330202,0.00205316389483453,0.382036103302021,1,0
4,1,0.58,NA,4000,100,10,23,8,1.1649122278514,0.12980854076745,0.164912227851395,1,0
4,1,0.58,NA,4000,100,10,24,7,0.817739919677946,0.184250598433041,-0.182260080322054,0.666666666666667,0
4,1,0.58,NA,4000,100,10,25,7,0.699222963425589,0.0129437896987113,-0.300777036574411,1,0
4,1,0.58,NA,4000,100,10,26,6,0.941539581441215,0.325337888541227,-0.0584604185587848,0.666666666666667,0
4,1,0.58,NA,4000,100,10,27,5,1.01291600580741,0.114962733637664,0.0129160058074127,1,0
4,1,0.58,NA,4000,100,10,28,5,0.772487785797065,0.0897624569087889,-0.227512214202935,1,0
4,1,0.58,NA,4000,100,10,29,4,0.841313476860488,0.010469619963889,-0.158686523139512,1,0
4,1,0.58,NA,4000,100,10,30,4,1.02981697139014,0.059482403025474,0.0298169713901351,1,0
4,1,0.58,NA,4000,100,10,31,3,0.957535129706196,0.107395887022096,-0.0424648702938039,1,0
4,1,0.58,NA,4000,100,10,32,3,0.666490332305124,0.0589285155387134,-0.333509667694876,1,0
4,1,0.58,NA,4000,100,10,33,3,1.34111597591745,0.27183798332665,0.341115975917451,0.333333333333333,0
4,1,0.58,NA,4000,100,10,34,2,0.666744646005778,0.394638938446678,-0.333255353994222,0.666666666666667,0
4,1,0.58,NA,4000,100,10,35,2,1.25679601884486,0.0777184764187032,0.25679601884486,1,0
4,1,0.58,NA,4000,100,10,36,2,1.00822926702946,0.0160842182304684,0.00822926702945637,1,0
