"alpha","beta","gamma_sq","sigma_sq","B","c1","c2","G","R","betahat_mean","betahat_var","bias","coverage_prob","power"
4,4,0.58,4,4000,100,5,2,381,3.84438518290023,NA,-0.15561481709977,1,0.333333333333333
4,4,0.58,4,4000,100,5,3,247,4.59294253756258,0.249458438085304,0.592942537562577,0.666666666666667,1
4,4,0.58,4,4000,100,5,4,181,3.88142029306855,1.62371440304496,-0.118579706931448,0.666666666666667,1
4,4,0.58,4,4000,100,5,5,141,4.08734490167576,2.39491834826428,0.0873449016757588,0.666666666666667,1
4,4,0.58,4,4000,100,5,6,114,3.59025098428262,0.378584836724892,-0.409749015717385,1,1
4,4,0.58,4,4000,100,5,7,95,3.77717045802937,0.548372947470536,-0.222829541970626,1,1
4,4,0.58,4,4000,100,5,8,81,3.52730149710232,0.247910417603726,-0.472698502897683,1,1
4,4,0.58,4,4000,100,5,9,69,3.7873383016446,0.0400935688418104,-0.212661698355398,1,1
4,4,0.58,4,4000,100,5,10,61,3.96050828796694,0.268374561681366,-0.0394917120330591,1,1
4,4,0.58,4,4000,100,5,11,53,3.90318888670256,0.0724140605138963,-0.0968111132974387,1,1
4,4,0.58,4,4000,100,5,12,47,4.16217813854134,0.524895793388385,0.162178138541338,0.666666666666667,1
4,4,0.58,4,4000,100,5,13,42,3.22770614302612,0.332593433655981,-0.772293856973884,0.333333333333333,1
4,4,0.58,4,4000,100,5,14,38,3.85531108509629,0.738126273574573,-0.144688914903707,0.666666666666667,1
4,4,0.58,4,4000,100,5,15,34,4.25789056118604,0.170958582457648,0.257890561186041,1,1
4,4,0.58,4,4000,100,5,16,31,3.76757945984083,0.15766260783118,-0.232420540159168,1,1
4,4,0.58,4,4000,100,5,17,28,3.77037082005578,0.0947792738600535,-0.22962917994422,1,1
4,4,0.58,4,4000,100,5,18,25,3.90325485500836,0.0390085703829369,-0.0967451449916421,1,1
4,4,0.58,4,4000,100,5,19,23,4.28762089262936,0.311936637956431,0.287620892629363,0.666666666666667,1
4,4,0.58,4,4000,100,5,20,21,3.71678361825963,0.277650794125175,-0.283216381740373,0.666666666666667,1
4,4,0.58,4,4000,100,5,21,19,4.37603761450727,0.00298285928554584,0.376037614507268,1,1
4,4,0.58,4,4000,100,5,22,17,4.24526948184473,0.0528288744254393,0.24526948184473,1,1
4,4,0.58,4,4000,100,5,23,15,4.03469925199242,0.35489250434086,0.0346992519924179,1,1
4,4,0.58,4,4000,100,5,24,14,4.10895294605879,0.0760905416269168,0.108952946058793,1,1
4,4,0.58,4,4000,100,5,25,13,4.19212806171306,0.206609678377832,0.192128061713062,0.666666666666667,1
4,4,0.58,4,4000,100,5,26,11,3.74233469511226,0.054879238857978,-0.257665304887738,1,1
4,4,0.58,4,4000,100,5,27,10,3.75578984379764,0.0877623247376949,-0.244210156202358,1,1
4,4,0.58,4,4000,100,5,28,9,3.77429976330847,0.35251104395427,-0.225700236691533,0.666666666666667,1
4,4,0.58,4,4000,100,5,29,8,4.19137846183065,0.0426436427588408,0.191378461830648,1,1
4,4,0.58,4,4000,100,5,30,7,4.37143688295948,0.00312746573960921,0.371436882959477,1,1
4,4,0.58,4,4000,100,5,31,6,3.70950114935506,0.00263817413836473,-0.290498850644944,1,1
4,4,0.58,4,4000,100,5,32,6,4.17103813819051,0.1508291167297,0.171038138190514,1,1
4,4,0.58,4,4000,100,5,33,5,3.82498428071746,0.00895306467051896,-0.175015719282536,1,1
4,4,0.58,4,4000,100,5,34,4,3.69140087522374,0.070646864690414,-0.308599124776258,1,1
4,4,0.58,4,4000,100,5,35,3,3.9827330021103,0.0213691223769563,-0.0172669978896973,1,1
4,4,0.58,4,4000,100,5,36,3,4.23031164860256,0.1011494942786,0.230311648602562,1,1
4,4,0.58,4,4000,100,5,37,2,4.46903031812036,0.00686391904709883,0.469030318120355,1,1
4,4,0.58,4,4000,100,5,38,2,3.99422043341068,0.559260237293942,-0.00577956658932255,1,1
