"alpha","beta","gamma_sq","sigma_sq","B","c1","c2","G","R","betahat_mean","betahat_var"
4,4,1,NA,4000,100,10,2,191,3.38148352058607,0.944323929985912
4,4,1,NA,4000,100,10,3,124,3.83977585168457,0.852070558043562
4,4,1,NA,4000,100,10,4,91,3.50757869348474,0.961602884149651
4,4,1,NA,4000,100,10,5,71,4.21893766163783,1.7228791413609
4,4,1,NA,4000,100,10,6,57,3.53090600295678,0.19720781313009
4,4,1,NA,4000,100,10,7,48,3.8213899362328,0.845132026785497
4,4,1,NA,4000,100,10,8,41,3.84859322586389,0.241129599815269
4,4,1,NA,4000,100,10,9,35,3.39546692167581,1.62603052666591
4,4,1,NA,4000,100,10,10,31,3.8073353334268,0.553056653464092
4,4,1,NA,4000,100,10,11,27,3.51482907797488,0.373169195996055
4,4,1,NA,4000,100,10,12,24,3.8542617976737,0.472259542687407
4,4,1,NA,4000,100,10,13,21,3.87817167840589,0.314777777681992
4,4,1,NA,4000,100,10,14,19,3.87016410446292,0.389492997427863
4,4,1,NA,4000,100,10,15,17,3.7808019648289,0.311647072611322
4,4,1,NA,4000,100,10,16,16,3.6850095759065,0.256212851929078
4,4,1,NA,4000,100,10,17,14,4.10032918084639,0.205527924694265
4,4,1,NA,4000,100,10,18,13,4.05990764196607,0.224880232958167
4,4,1,NA,4000,100,10,19,12,4.14398909226392,0.226018711523242
4,4,1,NA,4000,100,10,20,11,4.06971466408598,0.202113369072559
4,4,1,NA,4000,100,10,21,10,4.16510207627208,0.264390871568101
4,4,1,NA,4000,100,10,22,9,3.813703648438,0.310250125472792
4,4,1,NA,4000,100,10,23,8,4.30385236739726,0.0968955160076351
4,4,1,NA,4000,100,10,24,7,4.0935385435011,0.235860555111347
4,4,1,NA,4000,100,10,25,7,3.90961195140496,0.268620212242617
4,4,1,NA,4000,100,10,26,6,3.97935196557849,0.219292710370255
4,4,1,NA,4000,100,10,27,5,3.95192308588176,0.084489540343284
4,4,1,NA,4000,100,10,28,5,3.9992376845789,0.150900834698486
4,4,1,NA,4000,100,10,29,4,3.99188033435049,0.12024276509598
4,4,1,NA,4000,100,10,30,4,3.88718373359973,0.233133357510737
4,4,1,NA,4000,100,10,31,3,4.00441566190961,0.178717425802825
4,4,1,NA,4000,100,10,32,3,4.04533922752926,0.272485143639128
4,4,1,NA,4000,100,10,33,3,3.92305707374366,0.0686052387357297
4,4,1,NA,4000,100,10,34,2,4.0753148113609,0.0507908630043939
4,4,1,NA,4000,100,10,35,2,4.13059069884229,0.0819058579545689
4,4,1,NA,4000,100,10,36,2,4.12219316958553,0.0461149554390397
